anime_id,title,type,source,episodes,airing,rating,score,scored_by,members,favorites,related,studio,duration_min,aired_initial_year,aired_final_year,Comedy,Supernatural,Romance,Shounen,Parody,School,Magic,Shoujo,Drama,Fantasy,Kids,Action,Music,SliceofLife,Josei,Harem,ShounenAi,Adventure,SuperPower,Sci-Fi,Ecchi,Seinen,MartialArts,Game,Sports,Demons,Historical,Horror,Mystery,Psychological,Vampire,Mecha,Military,Space,Samurai,Thriller,Hentai,Yaoi,ShoujoAi,Police,Cars,Dementia,Yuri
3466,Kino no Tabi: The Beautiful World - Tou no Kuni,Special,Light novel,1,False,PG-13,7.67,13521,25644,16,"{'Adaptation': [399], 'Parent story': [486]}",A.C.G.T.,14.0,2005,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8832,Shounen Ashibe 2,TV,4-koma manga,25,False,G,5.22,32,215,0,"{'Prequel': [8829], 'Alternative version': [32571, 34979]}",Life Work,25.0,1992,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17727,Haitai Nanafa 2nd Season,TV,Original,13,False,G,6.09,792,2520,1,{'Prequel': [15043]},Passione,3.0,2013,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31989,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso,Movie,Novel,1,False,PG-13,7.45,3368,12580,12,"{'Full story': [27989], 'Sequel': [35082]}",Kyoto Animation,103.0,2016,2016,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,Watashi no Ashinaga Ojisan,TV,Novel,40,False,G,7.93,3375,7625,77,{},Nippon Animation,23.0,1990,1990,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21677,Captain Earth,TV,Original,25,False,PG-13,6.47,18440,50722,71,{},Bones,24.0,2014,2014,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
33236,Committed RED,Music,Music,1,False,PG-13,5.7,138,244,0,{},Production I.G,4.0,2016,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16868,Sukitte Ii na yo.: Dareka ga,OVA,Manga,1,False,PG-13,7.36,19080,36393,25,{'Prequel': [14289]},Zexcs,23.0,2013,2013,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27709,Saki Biyori Animation,OVA,4-koma manga,1,False,PG-13,6.79,766,2243,3,{'Parent story': [5671]},Studio Gokumi,24.0,2015,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,Kiddy Grade: Ignition,Movie,Original,1,False,PG-13,7.13,1093,3828,5,{'Full story': [274]},"Gonzo, Asread",84.0,2007,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31909,Wakaba*Girl: Onsen Tsukaritai,Special,4-koma manga,1,False,PG-13,6.99,3244,5663,3,{'Prequel': [30355]},Nexus,8.0,2015,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,.hack//Gift,OVA,Original,1,False,R+,6.29,8189,16973,24,"{'Parent story': [48, 298]}",Bee Train,26.0,2003,2003,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,Suteki Tantei Labyrinth,TV,Manga,25,False,PG-13,6.86,1538,7322,13,{},Studio Deen,23.0,2007,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28999,Charlotte,TV,Original,13,False,PG-13,7.92,315572,531982,9561,{'Side story': [31553]},P.A. Works,24.0,2015,2015,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33999,Sugar Bunnies Chocolate! Specials,Special,Original,2,False,G,6.25,8,96,0,{},Asahi Production,8.0,2009,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6421,Fullmetal Alchemist: Brotherhood Specials,Special,Manga,4,False,PG-13,8.1,44018,88422,167,{'Parent story': [5114]},Bones,15.0,2009,2010,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33672,Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,Movie,Manga,1,False,PG,7.46,293,809,3,{},Shin-Ei Animation,101.0,2017,2017,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6868,Wansa-kun,TV,Manga,26,False,PG,6.18,39,296,0,{},Mushi Production,25.0,1973,1973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10714,Towa no Quon 3: Mugen no Renza,Movie,Original,1,False,PG-13,7.6,13832,24007,16,"{'Prequel': [10713], 'Sequel': [10715]}",Bones,48.0,2011,2011,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29809,3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation,OVA,Visual novel,1,False,Rx,7.07,2670,6334,61,{},Office Takeout,31.0,2015,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35182,Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,OVA,Original,1,False,PG-13,6.85,1168,4092,11,{'Prequel': [31417]},Studio Comet,56.0,2017,2017,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Mobile Suit Gundam 0083: Stardust Memory,OVA,Original,13,False,PG-13,7.42,14154,24951,186,"{'Prequel': [82], 'Sequel': [85], 'Alternative setting': [2695], 'Side story': [10581, 32898]}",Sunrise,30.0,1991,1992,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
23225,Yuru Yuri Nachuyachumi!,OVA,Manga,1,False,PG-13,7.95,22331,40832,113,"{'Prequel': [12403], 'Sequel': [30902]}",TYO Animations,63.0,2015,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2262,Sin: The Movie,OVA,Game,1,False,R,5.22,1993,3594,1,{},Phoenix Entertainment,55.0,2000,2000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
629,Mahoutsukai Tai! OVA,OVA,Original,6,False,PG-13,7.22,2423,5389,18,{'Adaptation': [9806]},Production Reed,28.0,1996,1997,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,Tom Sawyer no Bouken,TV,Book,49,False,G,7.15,1498,3285,15,{},Nippon Animation,25.0,1980,1980,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,Words Worth Gaiden,OVA,Visual novel,2,False,Rx,5.93,1156,2869,11,{'Sequel': [203]},Arms,27.0,2002,2002,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28351,Hikari no Megami,Special,Game,1,False,G,6.66,2154,3726,7,{'Character': [13251]},Shaft,2.0,2014,2014,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Gunparade March: Arata Naru Kougunka,TV,Game,12,False,PG-13,6.9,4644,11477,22,{'Alternative setting': [858]},J.C.Staff,23.0,2003,2003,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1878,Kaze no Shoujo Emily,TV,Novel,26,False,G,7.54,1194,3793,9,{},TMS Entertainment,25.0,2007,2007,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,Lupin III: Kiri no Elusive,Special,Manga,1,False,PG-13,6.99,1365,3329,0,{'Parent story': [1412]},TMS Entertainment,92.0,2007,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,Gakkou no Kaidan,TV,Book,19,False,PG-13,7.73,26738,64405,638,"{'Summary': [22055], 'Side story': [30825]}",Studio Pierrot,24.0,2000,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Tokyo Underground,TV,Manga,26,False,PG-13,6.7,8564,20940,36,{},Studio Pierrot,25.0,2002,2002,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11859,Queen&#039;s Blade: Rebellion,TV,Other,12,False,R+,6.46,9025,26982,43,"{'Prequel': [10924, 16363], 'Side story': [13855], 'Character': [14663], 'Alternative setting': [30679]}",Arms,24.0,2012,2012,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Ikkitousen,TV,Manga,13,False,R+,6.57,49899,104389,391,"{'Adaptation': [372], 'Sequel': [1956]}",J.C.Staff,24.0,2003,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,Shuukaku no Yoru,OVA,Original,2,False,Rx,6.11,797,1935,8,{},Triple X,30.0,2002,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5877,Abunai Sisters: Koko & Mika,OVA,Original,10,False,R+,2.61,1217,2572,19,{},Production I.G,3.0,2009,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,Silent Möbius 2,Movie,Manga,1,False,PG-13,6.36,711,1980,1,"{'Adaptation': [228], 'Alternative version': [1517], 'Prequel': [2099]}",AIC,59.0,1992,1992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4082,Kaibutsu Oujo: Konsui Oujo,Special,Manga,1,False,PG-13,7.08,3910,8405,9,{'Prequel': [2130]},Madhouse,23.0,2008,2008,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16774,Inferno Cop,ONA,Original,13,False,R,7.34,32784,58002,721,"{'Other': [17843], 'Side story': [31035]}",Trigger,3.0,2012,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
934,Higurashi no Naku Koro ni,TV,Visual novel,26,False,R,8.1,221985,452086,15819,"{'Adaptation': [1257, 1261, 1262, 1263], 'Sequel': [1889], 'Side story': [2899, 16700], 'Alternative setting': [4896], 'Other': [10491]}",Studio Deen,24.0,2006,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
12963,Jewelpet Kira☆Deco!,TV,Original,52,False,PG,6.84,440,1985,15,"{'Alternative setting': [6008, 30030, 32707], 'Prequel': [10359], 'Sequel': [17497]}",Studio Comet,24.0,2012,2013,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29575,Mankitsu Happening,OVA,Visual novel,4,False,Rx,7.88,7843,17604,336,{},Collaboration Works,30.0,2015,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22777,Dragon Ball Kai (2014),TV,Manga,61,False,PG-13,7.92,35588,70673,443,"{'Alternative version': [813], 'Prequel': [11359], 'Side story': [30694]}",Toei Animation,23.0,2014,2015,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,Movie,Game,1,False,PG,7.29,35576,55636,76,"{'Parent story': [527], 'Other': [4795]}",OLM,74.0,2002,2002,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,Ai Shimai: Futari no Kajitsu,OVA,Visual novel,3,False,Rx,6.59,3577,7578,30,{'Sequel': [1635]},Office Take Off,30.0,2001,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30390,Sengoku Musou: Sengoku Musou High School,Special,Game,8,False,PG-13,6.37,161,1044,0,{'Other': [28283]},TYO Animations,0.5,2015,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11771,Kuroko no Basket,TV,Manga,25,False,PG-13,8.37,288339,483829,15372,"{'Sequel': [16894], 'Prequel': [16916], 'Summary': [32869]}",Production I.G,24.0,2012,2012,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34733,One Room Special,Special,Original,1,False,PG-13,5.38,2742,6642,5,{'Parent story': [34392]},TYPHOON GRAPHICS,4.0,2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34766,Elsword: Ain-ui Gieog Animation,ONA,Game,1,False,G,6.47,451,1853,1,{'Parent story': [32613]},DR Movie,4.0,2016,2016,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28859,Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,OVA,Visual novel,1,False,Rx,6.9,1152,3174,24,{},Office Takeout,27.0,2015,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30100,Black Bullet: Tenchuu＊Girls,Special,Light novel,1,False,G,6.18,3790,10555,1,{'Character': [20787]},Kinema Citrus,1.0,2014,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27787,Nisekoi:,TV,Manga,12,False,PG-13,7.5,168152,280967,1083,"{'Adaptation': [31499], 'Prequel': [18897], 'Side story': [24227, 32553]}",Shaft,24.0,2015,2015,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,Kimi ga Aruji de Shitsuji ga Ore de,TV,Visual novel,13,False,R+,7.29,39774,80333,206,{'Alternative setting': [10213]},A.C.G.T.,25.0,2008,2008,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8841,Kore wa Zombie Desu ka?,TV,Light novel,12,False,R,7.59,219159,387560,2923,"{'Adaptation': [23067], 'Sequel': [10209]}",Studio Deen,24.0,2011,2011,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18939,Shimajirou Hesoka,TV,Original,101,False,G,6.14,21,139,0,{},The Answer Studio,25.0,2010,2012,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Suzuka,TV,Manga,26,False,PG-13,7.32,39461,80513,629,"{'Adaptation': [430], 'Sequel': [33743]}",Studio Comet,23.0,2005,2005,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4504,Kinkyuu Hasshin Saver Kids,TV,Original,50,False,PG-13,6.47,88,337,1,{},Tokyo Movie Shinsha,25.0,1991,1992,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13833,Nagareboshi Lens,OVA,Manga,1,False,G,6.75,8402,15043,21,{},Kinema Citrus,18.0,2012,2012,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11237,Hidamari Sketch x SP,Special,4-koma manga,2,False,PG-13,7.84,4684,9489,7,"{'Adaptation': [1362], 'Prequel': [9563], 'Sequel': [11239]}",Shaft,24.0,2011,2011,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3358,Kure-nai,TV,Light novel,12,False,PG-13,7.46,29923,68437,221,{'Alternative setting': [8078]},Brain&#039;s Base,25.0,2008,2008,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,TV,Light novel,10,False,PG-13,7.79,169236,309650,3219,{'Sequel': [16444]},Diomedea,23.0,2013,2013,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5305,Koihime†Musou OVA,OVA,Visual novel,1,False,R+,6.71,4210,8468,4,"{'Spin-off': [4262], 'Sequel': [7774]}",Doga Kobo,30.0,2009,2009,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Digimon Adventure,TV,Original,54,False,PG,7.88,150537,233529,3625,"{'Spin-off': [859, 874, 1132, 2123, 8624], 'Sequel': [2397], 'Prequel': [2961], 'Side story': [8490], 'Other': [33314]}",Toei Animation,24.0,1999,2000,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Air,TV,Visual novel,12,False,PG-13,7.42,116985,215538,2547,"{'Adaptation': [1604], 'Side story': [656], 'Alternative version': [713], 'Summary': [36032]}",Kyoto Animation,24.0,2005,2005,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34525,Centaur no Nayami,TV,Manga,12,False,R+,6.57,17707,47237,79,{},Haoliners Animation League,23.0,2017,2017,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,Mamotte! Lollipop,TV,Manga,13,False,PG-13,6.92,6737,14427,113,{},Studio Comet,25.0,2006,2006,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11739,Kimi to Boku. 2,TV,Manga,13,False,PG-13,8.07,27607,54856,305,"{'Adaptation': [8557], 'Prequel': [10460]}",J.C.Staff,24.0,2012,2012,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,Paul no Miracle Daisakusen,TV,Original,50,False,G,6.59,184,518,1,{},Tatsunoko Production,25.0,1976,1977,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30240,Prison School,TV,Manga,12,False,R+,7.91,217055,382498,3527,{'Sequel': [32485]},J.C.Staff,24.0,2015,2015,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6932,Kemono to Chat,OVA,4-koma manga,1,False,PG-13,6.19,596,1349,1,{},Indeprox,28.0,2009,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27687,Oshiri Kajiri Mushi (TV) 3rd Season,TV,Music,10,False,G,5.41,158,419,0,"{'Prequel': [19755], 'Sequel': [31747]}",Kinema Citrus,5.0,2014,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35255,Soutai Sekai,ONA,Original,2,False,PG-13,6.11,496,3240,5,{},Craftar,16.0,2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,Special,Manga,1,False,PG-13,7.36,8650,16988,16,{'Parent story': [1239]},Toei Animation,15.0,1995,1995,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Bastard!!: Ankoku no Hakaishin,OVA,Manga,6,False,R+,6.87,11883,24143,116,{},AIC,26.0,1992,1993,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10361,Macross F: Choujikuu Gekijou,OVA,Original,1,False,G,6.59,617,2511,0,{'Other': [3572]},Satelight,2.0,2011,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31821,Arslan Senki (TV): Fuujin Ranbu,TV,Manga,8,False,PG-13,7.62,43826,82173,131,"{'Prequel': [28249], 'Side story': [36498]}",LIDENFILMS,24.0,2016,2016,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752,Vampire Knight: Guilty,TV,Manga,13,False,PG-13,7.45,147441,235494,3125,"{'Adaptation': [618], 'Prequel': [3457]}",Studio Deen,24.0,2008,2009,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,Mobile Suit Gundam,TV,Original,43,False,PG-13,7.87,29311,66929,1342,"{'Adaptation': [206], 'Side story': [81, 3288, 7060, 31973], 'Sequel': [82, 85], 'Spin-off': [90, 92, 93, 95, 96, 2391, 2581, 8287, 10808, 31251], 'Summary': [1090, 1091, 1092], 'Other': [5723, 23259, 24835, 28149], 'Alternative version': [10937]}",Sunrise,25.0,1979,1980,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
3501,Wellber no Monogatari: Sisters of Wellber Zwei,TV,Original,13,False,PG-13,6.94,1089,3549,2,{'Prequel': [2032]},Production I.G,20.0,2008,2008,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,Space Adventure Cobra,Movie,Manga,1,False,R+,7.18,2116,4801,26,{'Alternative version': [2451]},TMS Entertainment,99.0,1982,1982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,Corrector Yui,TV,Original,52,False,PG,6.9,3954,9206,35,{'Adaptation': [18411]},Nippon Animation,25.0,1999,2000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
